order_id,customer_name,customer_email,product,category,quantity,unit_price,discount_pct,discount_amount,total,order_date,order_hour,payment_method,status,shipping_city,is_refunded
SHOP-00159,Gregory Herrera,teresa14@example.org,Sticker Pack (10),Stationery,5,150,5,37.5,712.5,2025-05-20 21:10:00,21,PayPal,Pending,Nelsonside,False
SHOP-00160,James Yang,derek70@example.com,Canvas Tote Bag,Bags,3,550,15,247.5,1402.5,2025-02-28 15:04:00,15,GCash,Completed,Daughertyborough,False
SHOP-00161,Daniel Sosa,lozanolaura@example.org,Coffee Mug,Home,5,400,0,0.0,2000.0,2025-02-16 20:25:00,20,Credit Card,Completed,Steventown,False
SHOP-00162,Michael Hicks,brandon52@example.com,Hoodie Premium,Apparel,4,1200,0,0.0,4800.0,2025-12-11 19:43:00,19,PayPal,Shipped,West Elizabeth,False
SHOP-00163,Phillip Flores,sarahjacobs@example.com,Coffee Mug,Home,3,400,0,0.0,1200.0,2025-12-12 11:30:00,11,Credit Card,Shipped,Port Justin,False
SHOP-00164,Mark Cruz,rhobbs@example.org,Sticker Pack (10),Stationery,92,150,0,0.0,13800.0,2025-11-28 09:40:00,9,COD,Completed,Port Christine,False
SHOP-00165,Matthew Stephens,richard45@example.com,Coffee Mug,Home,1,400,0,0.0,400.0,2025-01-24 08:19:00,8,COD,Completed,New Margaretside,False
SHOP-00166,Kelli Carlson,sherry11@example.net,Hoodie Premium,Apparel,2,1200,5,120.0,2280.0,2025-03-11 14:29:00,14,PayPal,Shipped,Jamestown,False
SHOP-00167,Eric Price,nmiller@example.net,Coffee Mug,Home,5,400,10,200.0,1800.0,2025-03-21 22:26:00,22,Credit Card,Pending,North Bryan,False
SHOP-00168,Mary Rios,jbruce@example.com,Coffee Mug,Home,3,400,0,0.0,1200.0,2025-12-20 13:13:00,13,COD,Pending,West Samanthamouth,False
SHOP-00169,Michael Smith,wendyjones@example.org,Laptop Sleeve,Accessories,3,800,0,0.0,2400.0,2025-12-18 13:34:00,13,PayPal,Completed,Schwartzshire,False
SHOP-00170,Morgan Lopez,kcampbell@example.net,Coffee Mug,Home,3,400,0,0.0,1200.0,2025-03-04 21:52:00,21,COD,Completed,Dominguezborough,False
SHOP-00171,Laura Long,vowen@example.org,Laptop Sleeve,Accessories,5,800,0,0.0,4000.0,2025-01-26 20:21:00,20,GCash,Completed,New Kathyfurt,False
SHOP-00172,Julie Armstrong,kevinconway@example.com,Laptop Sleeve,Accessories,1,800,15,120.0,680.0,2025-10-11 11:37:00,11,GCash,Completed,North Christine,False
SHOP-00173,Jordan Roberts,piercetony@example.net,Sticker Pack (10),Stationery,2,150,15,45.0,255.0,2025-11-02 08:17:00,8,GCash,Completed,West Jamesview,False
SHOP-00174,Kevin Simpson,floresjonathan@example.net,Canvas Tote Bag,Bags,2,550,0,0.0,1100.0,2025-12-05 21:01:00,21,GCash,Completed,Austinberg,False
SHOP-00175,Melinda Morris,perezronald@example.com,Sticker Pack (10),Stationery,2,150,5,15.0,285.0,2025-06-15 08:11:00,8,PayPal,Completed,Kristiborough,False
SHOP-00176,Kristin Christensen,jjackson@example.net,Phone Case,Accessories,4,350,5,70.0,1330.0,2025-02-28 02:56:00,2,COD,Pending,Lake Jessehaven,False
SHOP-00177,Michael Jones,shawnbrewer@example.org,Sticker Pack (10),Stationery,5,150,5,37.5,712.5,2025-02-25 15:32:00,15,GCash,Shipped,East Ronald,False
SHOP-00178,Courtney Scott,brenda07@example.org,Classic T-Shirt,Apparel,5,450,0,0.0,2250.0,2025-08-23 18:01:00,18,Credit Card,Pending,West Victor,False
SHOP-00179,Cassandra Salinas,william26@example.com,Coffee Mug,Home,4,400,10,160.0,1440.0,2025-02-25 15:45:00,15,COD,Completed,North James,False
SHOP-00180,Leslie Bishop,jknight@example.org,Hoodie Premium,Apparel,3,1200,90,3240.0,360.0,2025-10-10 01:09:00,9,PayPal,Refunded,North Edward,True
SHOP-00181,Jennifer Lawson,scott78@example.net,Sticker Pack (10),Stationery,4,150,5,30.0,570.0,2025-09-29 12:29:00,12,COD,Completed,Bensonstad,False
SHOP-00182,Stacey Johnson,david54@example.net,Hoodie Premium,Apparel,5,1200,10,600.0,5400.0,2025-04-21 14:28:00,14,GCash,Pending,Heatherfort,False
SHOP-00183,Brandon Neal,nchang@example.net,Sticker Pack (10),Stationery,4,150,0,0.0,600.0,2025-08-01 19:06:00,19,PayPal,Pending,New Kelseystad,False
SHOP-00184,Michele Martin,bellchad@example.com,Sticker Pack (10),Stationery,3,150,0,0.0,450.0,2025-03-20 18:59:00,18,COD,Completed,Annetteborough,False
SHOP-00185,Lucas Ross,watkinsxavier@example.com,Hoodie Premium,Apparel,1,1200,0,0.0,1200.0,2025-08-10 09:47:00,9,PayPal,Completed,East Rossmouth,False
SHOP-00186,Kaitlyn Fisher,wfrancis@example.com,Classic T-Shirt,Apparel,5,450,5,112.5,2137.5,2025-10-15 13:42:00,13,Credit Card,Pending,Owenston,False
SHOP-00187,Ellen Ellison,phobbs@example.com,Sticker Pack (10),Stationery,4,150,15,90.0,510.0,2025-01-27 12:38:00,12,PayPal,Completed,North Joseph,False
SHOP-00188,David Moreno,bakerjeremy@example.net,Hoodie Premium,Apparel,5,1200,5,300.0,5700.0,2025-04-19 10:42:00,10,COD,Completed,North Darrenshire,False
SHOP-00189,David Velasquez,jasonbell@example.net,Hoodie Premium,Apparel,3,1200,15,540.0,3060.0,2025-10-12 13:07:00,13,PayPal,Shipped,Connerbury,False
SHOP-00190,Katherine Ruiz,brichard@example.org,Laptop Sleeve,Accessories,4,800,15,480.0,2720.0,2025-10-15 20:52:00,20,Credit Card,Shipped,Chaseville,False
SHOP-00191,Kathryn Houston,dgomez@example.net,Canvas Tote Bag,Bags,1,550,0,0.0,550.0,2025-05-20 19:48:00,19,PayPal,Completed,Lake Elizabethport,False
SHOP-00192,Shaun Carlson,laurafox@example.org,Sticker Pack (10),Stationery,1,150,0,0.0,150.0,2025-03-15 17:42:00,17,COD,Completed,Brownmouth,False
SHOP-00193,Christopher Mitchell,sharon66@example.net,Phone Case,Accessories,1,350,0,0.0,350.0,2025-10-10 02:46:00,2,COD,Refunded,Lake Isabellaborough,True
SHOP-00194,Anthony Logan,agutierrez@example.net,Sticker Pack (10),Stationery,2,150,0,0.0,300.0,2025-06-09 19:20:00,19,Credit Card,Completed,Wellsmouth,False
SHOP-00195,Jennifer Zamora,goodwinbrent@example.com,Phone Case,Accessories,2,350,15,105.0,595.0,2025-11-13 08:43:00,8,Credit Card,Completed,East Melanieton,False
SHOP-00196,Tracy Schmidt,psmith@example.com,Water Bottle,Home,4,600,0,0.0,2400.0,2025-11-07 15:26:00,15,PayPal,Completed,North Michaelland,False
SHOP-00197,Keith Watson,nicholas44@example.net,Hoodie Premium,Apparel,3,1200,0,0.0,3600.0,2025-02-26 12:43:00,12,COD,Shipped,New Ashleyfurt,False
SHOP-00198,Christopher Daniels,danielle50@example.com,Canvas Tote Bag,Bags,1,550,0,0.0,550.0,2025-07-22 17:03:00,17,Credit Card,Completed,North Patricia,False
SHOP-00199,Gregory Collins,ascott@example.net,Canvas Tote Bag,Bags,2,550,15,165.0,935.0,2025-03-12 20:16:00,20,PayPal,Completed,Port Christopherberg,False
SHOP-00200,Haley Beck,ghoward@example.org,Hoodie Premium,Apparel,1,1200,0,0.0,1200.0,2025-08-09 10:08:00,10,COD,Shipped,East Rachaelside,False
SHOP-00201,Karen Moore,ewilkerson@example.com,Laptop Sleeve,Accessories,5,800,5,200.0,3800.0,2025-12-09 20:22:00,20,Credit Card,Pending,Mitchellfort,False
SHOP-00202,Juan Suspicious,suspicious.buyer@fakeemail.com,Classic T-Shirt,Apparel,4,450,0,0.0,1800.0,2025-08-24 22:04:00,22,PayPal,Shipped,Craigmouth,False
SHOP-00203,Amanda Gonzalez DVM,kenneth17@example.com,Coffee Mug,Home,5,400,0,0.0,2000.0,2025-12-30 18:26:00,18,PayPal,Completed,Janetchester,False
SHOP-00204,Paul Russell,sheilacarson@example.com,Coffee Mug,Home,1,400,0,0.0,400.0,2025-03-29 20:39:00,20,COD,Completed,Glentown,False
SHOP-00205,Sarah Wade,kristinehodges@example.net,Hoodie Premium,Apparel,4,1200,15,720.0,4080.0,2025-02-24 11:27:00,11,COD,Shipped,Rebeccaport,False
SHOP-00206,Darryl Silva,bookerjasmin@example.net,Hoodie Premium,Apparel,4,1200,15,720.0,4080.0,2025-06-08 19:21:00,19,GCash,Completed,Serranoland,False
SHOP-00207,Victoria Hart,dallen@example.com,Phone Case,Accessories,1,350,5,17.5,332.5,2025-11-21 09:33:00,9,GCash,Completed,Hineston,False
SHOP-00208,Lori Bell,colsen@example.net,Sticker Pack (10),Stationery,2,150,0,0.0,300.0,2025-02-22 10:16:00,10,GCash,Completed,Clineburgh,False
SHOP-00209,Rachel Johnson,devin30@example.org,Phone Case,Accessories,1,350,0,0.0,350.0,2025-11-18 15:29:00,15,COD,Shipped,Perryfurt,False
SHOP-00210,Teresa Lopez,williamsheather@example.org,Sticker Pack (10),Stationery,3,150,0,0.0,450.0,2025-08-14 09:30:00,9,COD,Completed,East Adam,False
SHOP-00211,Charles Garcia,vasquezmichael@example.net,Canvas Tote Bag,Bags,5,550,0,0.0,2750.0,2025-06-30 16:04:00,16,PayPal,Pending,East Maria,False
SHOP-00212,Scott Ortiz,danielthompson@example.net,Water Bottle,Home,1,600,0,0.0,600.0,2025-07-08 21:18:00,21,Credit Card,Completed,Tabithaburgh,False
SHOP-00213,Nancy Washington,abeck@example.net,Coffee Mug,Home,4,400,5,80.0,1520.0,2025-10-11 20:47:00,20,Credit Card,Pending,Johnsonberg,False
SHOP-00214,Tracy Beasley,osmith@example.org,Laptop Sleeve,Accessories,3,800,5,120.0,2280.0,2025-09-01 16:09:00,16,Credit Card,Pending,New Jessica,False
SHOP-00215,Kevin Keller,dixonsarah@example.org,Hoodie Premium,Apparel,3,1200,10,360.0,3240.0,2025-02-13 16:41:00,16,GCash,Completed,Kennethtown,False
SHOP-00216,Adam Schaefer,robertsjohn@example.net,Laptop Sleeve,Accessories,4,800,0,0.0,3200.0,2025-09-26 16:39:00,16,GCash,Completed,North Deanna,False
SHOP-00217,Marcus Martin,zwilliams@example.net,Sticker Pack (10),Stationery,3,150,0,0.0,450.0,2025-07-29 20:21:00,20,Credit Card,Completed,Mcgeetown,False
SHOP-00218,Krista Herrera,patrickstout@example.net,Hoodie Premium,Apparel,3,1200,0,0.0,3600.0,2025-10-13 18:24:00,18,PayPal,Completed,North Elizabethhaven,False
SHOP-00219,James White,chaveztheresa@example.org,Phone Case,Accessories,3,350,0,0.0,1050.0,2025-10-26 18:09:00,18,PayPal,Completed,Henryhaven,False
SHOP-00220,Ian Gillespie,morganroger@example.com,Coffee Mug,Home,2,400,5,40.0,760.0,2025-12-29 09:19:00,9,COD,Completed,Chadmouth,False
SHOP-00221,Briana Smith,bryan78@example.com,Phone Case,Accessories,5,350,0,0.0,1750.0,2025-11-27 18:27:00,18,PayPal,Completed,Lambertshire,False
SHOP-00222,Christina Burke,kristengarrett@example.net,Sticker Pack (10),Stationery,3,150,0,0.0,450.0,2025-04-20 13:49:00,13,COD,Completed,West Maria,False
SHOP-00223,Manuel Morse,alexander30@example.com,Laptop Sleeve,Accessories,2,800,0,0.0,1600.0,2025-02-09 12:54:00,12,Credit Card,Shipped,Carrollfort,False
SHOP-00224,Nicholas Burton,josepadilla@example.com,Classic T-Shirt,Apparel,3,450,15,202.5,1147.5,2025-11-13 10:38:00,10,COD,Completed,North Sarah,False
SHOP-00225,Danielle Mitchell,richardowens@example.org,Phone Case,Accessories,2,350,95,665.0,35.0,2025-12-21 20:39:00,20,GCash,Pending,South John,False
SHOP-00226,Jeff Fernandez,djohnson@example.org,Classic T-Shirt,Apparel,4,450,0,0.0,1800.0,2025-12-13 19:15:00,19,COD,Shipped,East Williamland,False
SHOP-00227,Alexis Alvarado,watsonkatherine@example.com,Canvas Tote Bag,Bags,4,550,0,0.0,2200.0,2025-10-01 11:19:00,11,COD,Completed,Dixonchester,False
SHOP-00228,Jessica Beard,georgetroy@example.net,Sticker Pack (10),Stationery,5,150,0,0.0,750.0,2025-08-25 20:18:00,20,COD,Shipped,East Andrew,False
SHOP-00229,Mariah Vasquez,jrichardson@example.com,Coffee Mug,Home,52,400,0,0.0,20800.0,2025-04-13 20:38:00,20,GCash,Completed,Rebeccabury,False
SHOP-00230,James Braun,joel62@example.net,Classic T-Shirt,Apparel,4,450,15,270.0,1530.0,2025-07-10 16:59:00,16,Credit Card,Shipped,East Kristenmouth,False
SHOP-00231,Jill Hernandez,hcrawford@example.com,Hoodie Premium,Apparel,3,1200,0,0.0,3600.0,2025-03-24 12:28:00,12,GCash,Pending,Williamsside,False
SHOP-00232,Mr. Marcus Hughes,whitakerdiane@example.org,Hoodie Premium,Apparel,2,1200,15,360.0,2040.0,2025-10-10 00:09:00,22,Credit Card,Refunded,South Charlesborough,True
SHOP-00233,David Clark,lisa98@example.net,Classic T-Shirt,Apparel,4,450,5,90.0,1710.0,2025-07-11 11:24:00,11,Credit Card,Completed,North Austin,False
SHOP-00234,Paula Campbell,fosterjoseph@example.com,Laptop Sleeve,Accessories,1,800,0,0.0,800.0,2025-02-20 21:45:00,21,PayPal,Completed,Port Roger,False
SHOP-00235,Melissa Phillips,thomas07@example.net,Phone Case,Accessories,1,350,0,0.0,350.0,2025-08-30 19:53:00,19,GCash,Pending,East Jamesport,False
SHOP-00236,Dorothy Wilkerson,jennifervalencia@example.net,Water Bottle,Home,5,600,0,0.0,3000.0,2025-02-10 08:16:00,8,GCash,Completed,Georgeton,False
SHOP-00237,Dr. Samantha Colon,pauljerry@example.com,Coffee Mug,Home,1,400,15,60.0,340.0,2025-05-28 11:19:00,11,Credit Card,Completed,New Thomas,False
SHOP-00238,Kevin Fritz,joshuaperez@example.com,Laptop Sleeve,Accessories,4,800,10,320.0,2880.0,2025-11-15 15:04:00,15,Credit Card,Pending,Osbornburgh,False
SHOP-00239,Kristin Wilson,brownjessica@example.org,Classic T-Shirt,Apparel,5,450,5,112.5,2137.5,2025-05-04 19:09:00,19,PayPal,Pending,Bonnieview,False
SHOP-00240,Ashley Stephenson,irwinrobert@example.com,Classic T-Shirt,Apparel,5,450,0,0.0,2250.0,2025-05-04 17:26:00,17,GCash,Completed,Mcbrideberg,False
SHOP-00241,Amber Knox,michael77@example.org,Sticker Pack (10),Stationery,1,150,5,7.5,142.5,2025-10-06 16:50:00,16,Credit Card,Pending,East Megan,False
SHOP-00242,Robert Campbell DVM,brianwilson@example.org,Water Bottle,Home,1,600,10,60.0,540.0,2025-07-18 13:16:00,13,Credit Card,Completed,Yorkmouth,False
SHOP-00243,Bradley Hull,amy52@example.net,Hoodie Premium,Apparel,3,1200,0,0.0,3600.0,2025-12-03 18:06:00,18,PayPal,Completed,Alexanderchester,False
SHOP-00244,Lisa Flores,sgray@example.net,Classic T-Shirt,Apparel,3,450,5,67.5,1282.5,2025-06-23 21:41:00,21,GCash,Pending,Lake Aaron,False
SHOP-00245,Dale Cohen,ashley59@example.org,Water Bottle,Home,2,600,15,180.0,1020.0,2025-03-11 09:45:00,9,COD,Completed,West Debbie,False
SHOP-00246,Nicole Espinoza,collinsjennifer@example.org,Canvas Tote Bag,Bags,2,550,0,0.0,1100.0,2025-04-13 22:02:00,22,PayPal,Completed,Veronicachester,False
SHOP-00247,Ryan Walters,omoore@example.org,Coffee Mug,Home,5,400,0,0.0,2000.0,2025-05-10 08:48:00,8,GCash,Completed,New Thomas,False
SHOP-00248,David Robinson,brettmoon@example.net,Sticker Pack (10),Stationery,1,150,15,22.5,127.5,2025-12-02 13:17:00,13,Credit Card,Completed,Lake Christophermouth,False
SHOP-00249,Breanna Nelson,adriantorres@example.com,Coffee Mug,Home,4,400,10,160.0,1440.0,2025-08-14 22:24:00,22,PayPal,Completed,Jamesmouth,False
SHOP-00250,Kimberly Mendoza,sweeneyjeffery@example.org,Water Bottle,Home,4,600,0,0.0,2400.0,2025-09-23 12:51:00,12,Credit Card,Pending,Patriciaside,False
SHOP-00251,Heather Roberts,robertschristina@example.org,Hoodie Premium,Apparel,4,1200,5,240.0,4560.0,2025-04-03 16:18:00,16,PayPal,Completed,Jenniferhaven,False
SHOP-00252,Linda Padilla,victor62@example.com,Hoodie Premium,Apparel,3,1200,10,360.0,3240.0,2025-06-01 12:28:00,12,COD,Completed,Port Michaelton,False
SHOP-00253,Mrs. Rachael Caldwell,ambermassey@example.org,Water Bottle,Home,3,600,0,0.0,1800.0,2025-01-22 19:55:00,19,PayPal,Shipped,Port Denisebury,False
SHOP-00254,Jason Thomas,keycrystal@example.org,Coffee Mug,Home,3,400,10,120.0,1080.0,2025-01-30 09:42:00,9,COD,Completed,Farmerburgh,False
SHOP-00255,Lisa Graham,tapiajerry@example.net,Phone Case,Accessories,1,350,0,0.0,350.0,2025-11-08 18:50:00,18,COD,Completed,North Regina,False
SHOP-00256,Kathryn Perry,kevin26@example.com,Phone Case,Accessories,1,350,0,0.0,350.0,2025-11-27 13:23:00,13,COD,Shipped,Hendersonborough,False
SHOP-00257,David Barrett,wilkersontracey@example.net,Classic T-Shirt,Apparel,5,450,0,0.0,2250.0,2025-12-14 15:23:00,15,PayPal,Pending,West Sean,False
SHOP-00258,Melissa Simmons,candacejohnson@example.net,Hoodie Premium,Apparel,5,1200,0,0.0,6000.0,2025-09-29 13:25:00,13,PayPal,Completed,East Susan,False
SHOP-00259,Steven Schneider,vwright@example.org,Laptop Sleeve,Accessories,1,800,0,0.0,800.0,2025-04-06 15:33:00,15,COD,Shipped,Port Deborah,False
SHOP-00260,David Miller,tonya72@example.org,Hoodie Premium,Apparel,3,1200,15,540.0,3060.0,2025-05-14 19:28:00,19,GCash,Shipped,Jacksonland,False
SHOP-00261,Stephen Bentley,cwong@example.com,Canvas Tote Bag,Bags,4,550,0,0.0,2200.0,2025-03-04 10:54:00,10,Credit Card,Pending,South Charlesville,False
SHOP-00262,Lisa Butler,krogers@example.com,Phone Case,Accessories,4,350,0,0.0,1400.0,2025-12-16 21:20:00,21,PayPal,Completed,East Ryanton,False
SHOP-00263,Heather Estrada,kennethanderson@example.com,Canvas Tote Bag,Bags,3,550,15,247.5,1402.5,2025-03-22 19:45:00,19,GCash,Completed,East Emilyview,False
SHOP-00264,Jordan Sexton,tammy19@example.net,Laptop Sleeve,Accessories,1,800,0,0.0,800.0,2025-03-13 11:50:00,11,COD,Completed,Thomasbury,False
SHOP-00265,Mrs. Tiffany Gallagher DVM,nathan14@example.org,Sticker Pack (10),Stationery,5,150,5,37.5,712.5,2025-07-08 15:51:00,15,GCash,Shipped,West Jacobside,False
SHOP-00266,Brenda Cummings,robert97@example.net,Hoodie Premium,Apparel,1,1200,0,0.0,1200.0,2025-07-23 19:46:00,19,COD,Shipped,Quinnberg,False
SHOP-00267,Bryan Rivers,robert30@example.com,Coffee Mug,Home,4,400,15,240.0,1360.0,2025-10-22 09:08:00,9,PayPal,Completed,Lake Rachelmouth,False
SHOP-00268,Meghan Gregory,arodgers@example.net,Water Bottle,Home,4,600,10,240.0,2160.0,2025-09-22 13:08:00,13,GCash,Completed,West Sergio,False
SHOP-00269,Stephen Brown,lisa36@example.com,Coffee Mug,Home,5,400,15,300.0,1700.0,2025-01-29 21:07:00,21,GCash,Completed,South Kurtfurt,False
SHOP-00270,Steven Hall,joshua35@example.com,Phone Case,Accessories,2,350,0,0.0,700.0,2025-12-30 11:22:00,11,PayPal,Completed,Lake Michelle,False
SHOP-00271,John Hunter,matthewturner@example.com,Canvas Tote Bag,Bags,2,550,10,110.0,990.0,2025-10-10 12:08:00,12,PayPal,Shipped,Lake Shari,False
SHOP-00272,Carolyn Chavez,paul68@example.org,Hoodie Premium,Apparel,5,1200,10,600.0,5400.0,2025-03-28 17:37:00,17,GCash,Completed,Lake Samuel,False
SHOP-00273,Matthew Roberts,robert89@example.net,Sticker Pack (10),Stationery,5,150,0,0.0,750.0,2025-01-15 09:02:00,9,PayPal,Completed,New Catherine,False
SHOP-00274,Toni Wolf,gabrielhood@example.org,Coffee Mug,Home,5,400,10,200.0,1800.0,2025-01-16 15:56:00,15,PayPal,Completed,Masonstad,False
SHOP-00275,Colin Mullins,walkerkayla@example.com,Water Bottle,Home,2,600,15,180.0,1020.0,2025-12-17 14:19:00,14,COD,Completed,Ashleyfort,False
SHOP-00276,Megan Peters DDS,sanchezkevin@example.org,Classic T-Shirt,Apparel,2,450,0,0.0,900.0,2025-08-01 15:29:00,15,GCash,Completed,Claudiaberg,False
SHOP-00277,Betty Morris,nparker@example.org,Phone Case,Accessories,3,350,15,157.5,892.5,2025-06-13 19:55:00,19,PayPal,Pending,West Kelli,False
SHOP-00278,John Gilbert,qbradley@example.net,Phone Case,Accessories,3,350,5,52.5,997.5,2025-10-15 09:20:00,9,GCash,Pending,Troyfurt,False
SHOP-00279,Nicholas Marshall,christopher06@example.net,Hoodie Premium,Apparel,3,1200,0,0.0,3600.0,2025-05-07 10:06:00,10,Credit Card,Completed,West Rebecca,False
SHOP-00280,Kenneth Holmes,corey82@example.net,Coffee Mug,Home,5,400,0,0.0,2000.0,2025-05-08 21:57:00,21,GCash,Completed,Deckerberg,False
SHOP-00281,Anthony Morales,jessicacollier@example.net,Sticker Pack (10),Stationery,2,150,15,45.0,255.0,2025-03-23 15:32:00,15,COD,Pending,East Sabrinafort,False
SHOP-00282,Martin Russell,younglaura@example.net,Canvas Tote Bag,Bags,4,550,0,0.0,2200.0,2025-02-16 14:32:00,14,COD,Completed,Greghaven,False
SHOP-00283,Michelle Reyes,justin88@example.net,Laptop Sleeve,Accessories,5,800,0,0.0,4000.0,2025-01-25 08:18:00,8,COD,Shipped,Lake Anthonyland,False
SHOP-00284,Jon Tran,ztaylor@example.net,Water Bottle,Home,3,600,5,90.0,1710.0,2025-01-05 21:06:00,21,COD,Completed,East Cheryl,False
SHOP-00285,Justin Howe,xhenry@example.org,Canvas Tote Bag,Bags,3,550,15,247.5,1402.5,2025-07-26 13:02:00,13,COD,Completed,Brianton,False
SHOP-00286,Timothy Brown,howellbrandon@example.net,Laptop Sleeve,Accessories,3,800,5,120.0,2280.0,2025-05-28 09:24:00,9,COD,Shipped,Wallershire,False
SHOP-00287,William Jones,amber26@example.org,Canvas Tote Bag,Bags,5,550,10,275.0,2475.0,2025-11-09 09:08:00,9,Credit Card,Pending,Jamesport,False
SHOP-00288,Antonio Holmes,mjohnson@example.net,Sticker Pack (10),Stationery,3,150,5,22.5,427.5,2025-07-07 20:09:00,20,GCash,Shipped,South Anna,False
SHOP-00289,Jodi Shepherd,ericawright@example.com,Coffee Mug,Home,5,400,0,0.0,2000.0,2025-01-24 08:08:00,8,PayPal,Pending,Thorntonshire,False
SHOP-00290,Isaac Crawford,allisonfrancis@example.com,Water Bottle,Home,2,600,5,60.0,1140.0,2025-09-21 10:20:00,10,PayPal,Completed,Danielmouth,False
SHOP-00291,Brian Johnson,benjaminburke@example.org,Coffee Mug,Home,5,400,10,200.0,1800.0,2025-06-03 17:21:00,17,COD,Shipped,Hernandezton,False
SHOP-00292,Terry Collins,adrian74@example.com,Canvas Tote Bag,Bags,4,550,15,330.0,1870.0,2025-01-09 13:21:00,13,Credit Card,Pending,Morrisonland,False
SHOP-00293,Juan Suspicious,suspicious.buyer@fakeemail.com,Canvas Tote Bag,Bags,1,550,5,27.5,522.5,2025-08-31 12:41:00,12,GCash,Completed,West Katie,False
SHOP-00294,Tonya Ortiz,suzanneclark@example.net,Water Bottle,Home,2,600,5,60.0,1140.0,2025-11-19 19:39:00,19,COD,Completed,Johnfurt,False
SHOP-00295,Alexis Jones,smithashley@example.com,Laptop Sleeve,Accessories,1,800,5,40.0,760.0,2025-12-25 09:12:00,9,Credit Card,Pending,Kyleburgh,False
SHOP-00296,Gloria Bailey,robert81@example.org,Sticker Pack (10),Stationery,4,150,0,0.0,600.0,2025-10-10 01:23:00,19,COD,Refunded,East Connor,True
SHOP-00297,Christopher Powers,jody62@example.com,Water Bottle,Home,1,600,10,60.0,540.0,2025-03-12 16:13:00,16,PayPal,Pending,North Stephenchester,False
SHOP-00298,Dana Salazar,maddoxalexa@example.com,Coffee Mug,Home,3,400,0,0.0,1200.0,2025-08-24 22:34:00,22,PayPal,Shipped,New Amanda,False
SHOP-00299,Justin Nelson,xhodges@example.org,Sticker Pack (10),Stationery,3,150,5,22.5,427.5,2025-09-05 11:15:00,11,PayPal,Shipped,Port Michael,False
SHOP-00300,Andrew Parker,dweaver@example.com,Canvas Tote Bag,Bags,2,550,0,0.0,1100.0,2025-05-28 19:13:00,19,COD,Completed,Meganhaven,False
SHOP-00301,Crystal Davis,millerkimberly@example.com,Water Bottle,Home,3,600,5,90.0,1710.0,2025-05-21 12:07:00,12,COD,Pending,Youngside,False
SHOP-00302,Thomas Parker,paul67@example.com,Sticker Pack (10),Stationery,2,150,0,0.0,300.0,2025-01-22 12:45:00,12,Credit Card,Completed,Markport,False
SHOP-00303,Gregory King,campbelljohn@example.net,Water Bottle,Home,3,600,10,180.0,1620.0,2025-09-03 11:12:00,11,PayPal,Shipped,Avilabury,False
SHOP-00304,Charlotte Hernandez,david34@example.org,Canvas Tote Bag,Bags,2,550,0,0.0,1100.0,2025-11-12 19:37:00,19,GCash,Completed,South Anna,False
SHOP-00305,Tracey Johnson,haynesfrancisco@example.org,Classic T-Shirt,Apparel,5,450,0,0.0,2250.0,2025-11-23 04:45:00,4,Credit Card,Pending,New Dawnhaven,False
SHOP-00306,Anne Stewart,james85@example.com,Sticker Pack (10),Stationery,4,150,0,0.0,600.0,2025-12-15 20:08:00,20,Credit Card,Shipped,Shannonville,False
SHOP-00307,Jamie Bradford,schen@example.com,Phone Case,Accessories,4,350,10,140.0,1260.0,2025-09-01 15:41:00,15,GCash,Completed,East Ericland,False
SHOP-00308,Jonathan Shepard,hoodkristy@example.net,Sticker Pack (10),Stationery,3,150,10,45.0,405.0,2025-01-31 22:49:00,22,Credit Card,Shipped,Frankville,False
SHOP-00309,Christine Tanner,mcleanheather@example.com,Laptop Sleeve,Accessories,5,800,10,400.0,3600.0,2025-01-20 22:58:00,22,GCash,Pending,West Christopher,False
SHOP-00310,Amy Johnson,psimmons@example.com,Phone Case,Accessories,1,350,15,52.5,297.5,2025-07-23 20:31:00,20,GCash,Completed,East Dillonborough,False
SHOP-00311,Elizabeth Evans,nelsonnicole@example.org,Classic T-Shirt,Apparel,1,450,0,0.0,450.0,2025-10-18 17:06:00,17,PayPal,Completed,Edwardsfurt,False
SHOP-00312,Clayton Clarke,rrodriguez@example.net,Water Bottle,Home,5,600,5,150.0,2850.0,2025-09-10 22:08:00,22,COD,Completed,Duranmouth,False
SHOP-00313,Chelsea Hickman,danielmartinez@example.com,Laptop Sleeve,Accessories,1,800,0,0.0,800.0,2025-03-25 19:29:00,19,PayPal,Completed,Hardinmouth,False
SHOP-00314,Yolanda Hanson,michael44@example.org,Classic T-Shirt,Apparel,3,450,15,202.5,1147.5,2025-06-01 17:43:00,17,GCash,Completed,Nathanborough,False
SHOP-00315,Caleb Rodriguez,elizabethjohnson@example.net,Coffee Mug,Home,4,400,5,80.0,1520.0,2025-06-17 09:25:00,9,Credit Card,Completed,Collinsstad,False
SHOP-00316,Cody Burns,uwilson@example.net,Phone Case,Accessories,4,350,0,0.0,1400.0,2025-05-08 08:16:00,8,COD,Completed,Port Danastad,False
SHOP-00317,Gregory Smith,parker42@example.org,Water Bottle,Home,3,600,0,0.0,1800.0,2025-06-04 17:46:00,17,Credit Card,Completed,West Rachelland,False
SHOP-00318,Rachel Murphy,wendy45@example.org,Sticker Pack (10),Stationery,2,150,0,0.0,300.0,2025-12-08 09:29:00,9,PayPal,Completed,North Tracy,False
