transaction_id,product,customer_name,customer_city,quantity,unit_price,sale_date,region
409,laptop,Eve Garcia,Cebu,4,499.99,2025-03-08,Visayas
410,LAPTOP,Frank Torres,,2,79.99,2025-01-04,Luzon
411,laptop,Frank Torres,,2,299.99,2025-10-30,Visayas
412,LAPTOP,Alice Santos,cebu,9,79.99,2025-10-21,Visayas
413,tablet,Charlie Reyes,Manila,5,299.99,2025-05-23,luzon
414,Laptop,alice santos,Cebu,4,299.99,2025-07-10,luzon
415,Headphones,Bob Cruz,manila,1,79.99,2025-01-21,Visayas
416,laptop,Alice Santos,manila,7,299.99,2025-08-15,Visayas
417,LAPTOP,Diana Lopez,Davao,3,299.99,2025-11-09,Visayas
418,headphones,,Davao,6,499.99,2025-04-27,
419,tablet,Charlie Reyes,manila,5,-50.0,2025-10-29,luzon
420,Phone,Bob Cruz,Davao,5,-50.0,2025-05-22,Visayas
421,phone,Frank Torres,Manila,5,499.99,2025-02-08,Mindanao
422,laptop,Bob Cruz,,1,79.99,2025-12-21,Mindanao
423,Headphones,alice santos,Davao,1,999.99,2025-09-09,
424,Phone,Frank Torres,cebu,3,999.99,2025-11-29,
425,headphones,alice santos,Davao,4,999.99,2025-07-26,Luzon
426,phone,Diana Lopez,Cebu,5,499.99,2025-07-29,Luzon
427,headphones,,Manila,2,499.99,2025-04-25,Luzon
428,Phone,Diana Lopez,Cebu,8,299.99,2025-08-13,
429,phone,Alice Santos,Cebu,2,999.99,2025-05-14,
430,headphones,Alice Santos,cebu,9,79.99,2025-09-08,
431,Headphones,Diana Lopez,Manila,2,79.99,2025-08-07,Mindanao
432,LAPTOP,,Manila,9,999.99,2025-04-01,
433,Laptop,Diana Lopez,Manila,7,999.99,2025-12-20,Mindanao
434,LAPTOP,,Manila,8,999.99,2025-02-15,Luzon
435,Phone,,Manila,2,499.99,2025-02-07,Luzon
436,laptop,Eve Garcia,cebu,7,499.99,2025-05-22,Luzon
437,Laptop,Frank Torres,Davao,6,499.99,2025-04-10,Visayas
438,tablet,Charlie Reyes,Cebu,4,-50.0,2025-11-24,Visayas
439,Headphones,,Manila,7,79.99,2025-07-09,luzon
440,tablet,alice santos,Davao,4,79.99,2025-02-04,luzon
441,phone,,Davao,2,299.99,2025-05-27,luzon
442,Laptop,,Cebu,7,499.99,2025-01-30,Visayas
443,tablet,,cebu,8,-50.0,2025-11-30,Visayas
444,tablet,Eve Garcia,manila,2,-50.0,2025-03-25,luzon
445,headphones,Frank Torres,manila,5,79.99,2025-10-08,luzon
446,LAPTOP,Eve Garcia,Davao,1,499.99,2025-12-10,
447,headphones,Alice Santos,,7,299.99,2025-09-27,luzon
448,Laptop,Eve Garcia,,8,499.99,2025-06-03,
449,Laptop,alice santos,Cebu,6,999.99,2025-04-12,Mindanao
450,Phone,alice santos,manila,5,499.99,2025-08-03,Visayas
451,headphones,Eve Garcia,Davao,6,999.99,2025-05-30,luzon
452,Tablet,Frank Torres,cebu,2,999.99,2025-03-24,Visayas
453,LAPTOP,Diana Lopez,manila,1,299.99,2025-04-20,Visayas
454,Laptop,Charlie Reyes,Davao,7,79.99,2025-10-02,Visayas
455,Phone,Frank Torres,Davao,7,499.99,2025-07-20,Mindanao
456,headphones,Eve Garcia,Manila,2,999.99,2025-10-11,Luzon
457,LAPTOP,,cebu,2,499.99,2025-06-22,luzon
458,headphones,Bob Cruz,Manila,1,79.99,2025-11-23,Luzon
459,tablet,Charlie Reyes,Cebu,8,79.99,2025-07-25,Luzon
460,Phone,Charlie Reyes,Manila,8,-50.0,2025-03-04,Luzon
461,LAPTOP,alice santos,Manila,1,79.99,2025-03-14,Visayas
462,phone,Charlie Reyes,manila,8,299.99,2025-09-08,
463,phone,Eve Garcia,,9,999.99,2025-05-04,Visayas
464,LAPTOP,,Davao,4,-50.0,2025-05-01,Visayas
465,headphones,,cebu,1,299.99,2025-10-02,Luzon
466,Phone,Alice Santos,Manila,1,499.99,2025-04-30,Visayas
467,phone,,cebu,3,999.99,2025-11-13,Luzon
468,Phone,Frank Torres,,5,79.99,2025-06-13,
469,phone,,,5,999.99,2025-10-13,luzon
470,tablet,alice santos,Manila,9,499.99,2025-09-22,Luzon
471,headphones,,Cebu,2,-50.0,2025-11-16,
472,tablet,Alice Santos,Manila,2,-50.0,2025-06-10,luzon
473,phone,Bob Cruz,manila,6,-50.0,2025-11-04,Mindanao
474,tablet,Eve Garcia,Davao,9,79.99,2025-03-30,Luzon
475,phone,alice santos,Cebu,1,299.99,2025-05-22,Luzon
476,LAPTOP,Frank Torres,Manila,9,299.99,2025-07-22,Mindanao
477,tablet,Bob Cruz,cebu,9,999.99,2025-11-05,Mindanao
478,laptop,alice santos,Cebu,9,79.99,2025-08-15,Luzon
479,headphones,Diana Lopez,Cebu,5,-50.0,2025-11-30,Mindanao
480,Laptop,Charlie Reyes,Manila,9,-50.0,2025-08-10,Visayas
481,Tablet,Diana Lopez,Cebu,4,499.99,2025-02-10,luzon
482,tablet,,cebu,2,499.99,2025-07-15,luzon
483,Headphones,Bob Cruz,,6,-50.0,2025-03-09,luzon
484,headphones,,Cebu,4,-50.0,2025-09-21,Visayas
485,laptop,Charlie Reyes,,6,79.99,2025-01-02,Mindanao
486,laptop,alice santos,cebu,3,299.99,2025-12-27,
487,phone,Charlie Reyes,Manila,6,499.99,2025-05-05,Mindanao
488,phone,Alice Santos,Davao,2,299.99,2025-04-20,Luzon
489,Tablet,Charlie Reyes,Cebu,2,79.99,2025-03-27,luzon
490,LAPTOP,Alice Santos,Davao,9,-50.0,2025-04-30,Mindanao
491,Headphones,Charlie Reyes,cebu,7,299.99,2025-05-07,
492,Laptop,Eve Garcia,Cebu,3,-50.0,2025-09-12,Luzon
493,Tablet,Alice Santos,,1,-50.0,2025-07-02,Visayas
494,Phone,Bob Cruz,manila,8,999.99,2025-01-16,Visayas
495,Laptop,,Davao,6,299.99,2025-03-03,
496,tablet,Frank Torres,Cebu,7,299.99,2025-06-07,Luzon
497,headphones,,Davao,9,-50.0,2025-09-25,luzon
498,Phone,Diana Lopez,Cebu,5,79.99,2025-02-04,Mindanao
499,Phone,,Manila,1,999.99,2025-09-24,Luzon
500,Tablet,alice santos,,7,-50.0,2025-03-05,Visayas
